skid,root,nodes,segments,branchpoints,endpoints,cable.length,nTrees,neuron_type,presyn_sites,postsyn_sites,connectors,nsoma,neuron_names
1346832,11,11,1,0,2,404.3457809282646,1,fragment,0,1,1,0,neuron 1346833
1346942,1,6,1,0,2,569.7894647282006,1,fragment,0,0,0,0,neuron 1346943
1347065,5,7,1,0,2,697.3212882167991,1,fragment,0,1,1,0,SHORTNOSOMA 1347066
1347104,78,164,2,0,2,15873.730401183924,1,fragment,0,0,0,0,Neuron 1347105
1347296,30,79,4,1,3,4426.2339403044325,1,fragment,0,1,1,0,SHORTNOSOMA 1347297
1347325,3,26,3,1,3,2047.862780890936,1,fragment,0,3,3,0,SHORTNOSOMA 1347326
1347437,5,11,2,0,2,715.5185581946891,1,fragment,0,1,1,0,SHORTNOSOMA 1347438
1347465,20,22,2,0,2,1586.4745438369555,1,fragment,0,1,1,0,Neuron 1347466
1347555,68,160,25,11,14,23264.196134960966,1,fragment,0,0,0,0,neuron 1347556
1347696,33,75,8,3,5,4881.636895116364,1,fragment,0,0,0,0,neuron 1347697
1347752,1,18,5,2,4,2653.2199652658596,1,fragment,0,0,0,0,neuron 1347753
1348047,1,15,1,0,2,1813.904928232813,1,fragment,0,0,0,0,neuron 1348048
1348055,1,7,1,0,2,1189.28848696889,1,fragment,0,0,0,0,neuron 1348056
1348090,39,39,1,0,2,2027.4962341369403,1,fragment,0,0,0,0,neuron 1348091
1348109,107,107,5,2,4,11016.309027619647,1,fragment,0,0,0,0,neuron 1348110
1348113,1,88,1,0,2,5218.3094575870355,1,fragment,0,0,0,0,neuron 1348114
1348129,1,14,1,0,2,1145.4838076238343,1,fragment,0,0,0,0,neuron 1348130
1348158,11,33,4,1,3,2839.699209986158,1,fragment,0,0,0,0,neuron 1348159
1348382,1,3,1,0,2,109.62164868504406,1,fragment,0,0,0,0,neuron 1348383
1348392,2,5,2,0,2,212.3618321257784,1,fragment,0,1,1,0,Neuron 1348393
1348474,3,5,2,0,2,350.43723455204844,1,fragment,0,1,1,0,SHORTNOSOMAneuron 1348475
1348545,14,14,3,1,3,893.2496078371013,1,fragment,0,0,0,0,Neuron 1348546
1348604,5,5,1,0,2,168.54758567407987,1,fragment,0,0,0,0,Neuron 1348605
1348628,2,2,1,0,2,4.576669606141069,1,fragment,0,0,0,0,neuron 1348629
1348709,10,25,2,0,2,2179.645403750013,1,fragment,0,1,1,0,neuron 1348710
1348898,15,15,2,0,2,1078.2907849924322,1,fragment,0,2,2,0,neuron 1348899
1349328,19,56,4,1,3,4178.313881883907,1,fragment,0,0,0,0,neuron 1349329
1349463,3,13,2,0,2,509.9395168893368,1,fragment,0,1,1,0,neuron 1349464
1349514,1,12,1,0,2,750.396837505341,1,fragment,0,0,0,0,Neuron 1349515
1349592,28,78,2,0,2,3739.320081218771,1,fragment,0,2,2,0,neuron 1349593
1349673,1,17,1,0,2,1076.5709509159578,1,fragment,0,1,1,0,Neuron 1349674
1349714,7,24,2,0,2,1836.28213349514,1,fragment,0,2,2,0,neuron 1349715
1349896,22,33,2,0,2,1635.2493213244609,1,fragment,0,2,2,0,neuron 1349897
1350010,1,19,1,0,2,3974.56272848544,1,fragment,0,0,0,0,Neuron 1350011
1350079,22,59,4,1,3,3878.702241955577,1,fragment,0,2,2,0,neuron 1350080
1350102,56,56,1,0,2,6132.996744988297,1,fragment,0,0,0,0,neuron 1350103
1350203,18,32,6,2,5,4449.585522662397,1,fragment,0,2,2,0,neuron 1350204
1350310,1,4,1,0,2,148.9794471147421,1,fragment,0,0,0,0,neuron 1350311
1350318,1,5,1,0,2,182.80291898851377,1,fragment,0,0,0,0,neuron 1350319
1350329,1,5,1,0,2,281.15625929577885,1,fragment,0,0,0,0,neuron 1350330
1350349,23,29,2,0,2,1399.1808396028482,1,fragment,0,1,1,0,SHORTneuron 1350350
1350355,22,59,8,3,5,4262.899486383905,1,fragment,0,1,1,0,SHORTneuron 1350356
1350429,2,7,2,0,2,232.842760285089,1,fragment,0,1,1,0,SHORTNOSOMAneuron 1350430
1350442,13,13,1,0,2,546.041502226111,1,fragment,0,1,1,0,SHORTNOSOMAneuron 1350443
1350523,67,221,14,6,8,12934.151052972638,1,fragment,0,11,11,0,NOSOMA_4
1350638,12,29,2,0,2,2239.2918832837236,1,fragment,0,1,1,0,neuron 1350639
1350710,1,32,3,1,3,2821.122112613195,1,fragment,0,2,2,0,neuron 1350711
1350886,6,6,1,0,2,244.48282869911043,1,fragment,0,0,0,0,Neuron 1350887
1350952,22,53,7,2,5,4705.659520740439,1,fragment,0,2,2,0,NOSOMAneuron 1350953
1351055,6,13,2,0,2,538.8337049327561,1,fragment,0,1,1,0,NOSOMASHORTneuron 1351056
1351060,1770,1826,58,28,30,114070.456772064,1,fragment,0,2,2,1,INipsiasc_l 1351061
1351115,3,4,2,0,2,321.9856023542937,1,fragment,0,0,0,0,Neuron 1351116
1351163,25,34,3,1,3,3756.6591637735737,1,fragment,0,1,1,0,neuron 1351164
1351255,6,30,4,1,3,1640.8363823467964,1,fragment,0,1,1,0,SHORTNOSOMAneuron 1351256
1351347,11,12,2,0,2,437.1154717455084,1,fragment,0,1,1,0,SHORTNOSOMAneuron 1351348
1351353,53,59,2,0,2,2508.6546681026216,1,fragment,0,3,3,0,neuron 1351354
1351367,179,225,13,6,8,12877.103992168171,1,fragment,0,1,1,0,neuron 1351368
1351442,1194,2594,120,57,63,167289.5176231078,1,fragment,14,6,20,0,fragment 1351443
1351498,39,220,4,1,3,15503.228678151168,1,fragment,0,0,0,0,neuron 1351499
1351544,11,11,2,0,2,1976.8537213591676,1,fragment,0,1,1,0,neuron 1351545
1351645,16,21,2,0,2,1882.112200229488,1,fragment,0,1,1,0,neuron 1351646
1351687,20,37,5,2,4,3746.679588920481,1,fragment,0,2,2,0,neuron 1351688
1351802,4,16,2,0,2,1042.4348503014646,1,fragment,0,1,1,0,Neuron 1351803
1352017,33,1794,103,51,53,167831.66723632938,1,fragment,12,13,25,0,fragment 1352017
1352073,1,4,1,0,2,885.2745983360919,1,fragment,0,0,0,0,neuron 1352074
1352081,1,2,1,0,2,0.02836924546260369,1,fragment,0,0,0,0,neuron 1352082
1352329,30,406,4,1,3,20023.569811650003,1,fragment,2,0,2,0,fragment MN 1352330
1352333,30,539,16,7,9,33469.78118833329,1,fragment,3,1,4,0,fragment 1352334
1352337,83,789,22,10,12,50191.09594194338,1,fragment,1,2,3,0,fragment 1352338
1352341,32,99,2,0,2,4876.7396363072085,1,fragment,0,0,0,0,neuron 1352342
1352521,6,10,3,1,3,746.69476846402,1,fragment,0,1,1,0,SHORTNOSOMAneuron 1352522
1352547,110,113,16,7,9,10810.102546342325,1,fragment,0,9,9,0,NOSOMASHORT 1352548
1352568,13,13,1,0,2,564.043890929958,1,fragment,0,0,0,0,Neuron 1352569
1352640,5,33,2,0,2,2489.6843024177406,1,fragment,0,1,1,0,neuron 1352641
1352767,8,30,2,0,2,1603.7860070097502,1,fragment,0,2,2,0,SHORTNOSOMAneuron 1352768
1352791,17,22,2,0,2,972.8649111270528,1,fragment,0,1,1,0,NOSOMASHORT1352792
1352812,1,49,3,1,3,3996.9169004890978,1,fragment,0,3,3,0,NOSOMASHORT 1352813
1352925,247,295,13,6,8,27856.62813319396,1,fragment,0,2,2,0,Neuron 1352926
1352930,49,49,3,1,3,5955.380933689722,1,fragment,0,0,0,0,Neuron 1352931
1353272,64,202,12,5,7,17285.79297063254,1,fragment,0,7,7,0,NOSOMA-SHORTNeuron 1353273
1353407,10,2476,197,95,102,173481.55164627344,1,fragment,9,7,16,0,fragment 1353408
1353411,6,6,1,0,2,280.013675899824,1,fragment,0,0,0,0,Neuron 1353412
1353455,1,14,1,0,2,705.7193013288028,1,fragment,0,0,0,0,Neuron 1353456
1353509,1,4,1,0,2,1357.3042037458206,1,fragment,0,0,0,0,neuron 1353510
1353591,1,2,1,0,2,0.05743759425687815,1,fragment,0,0,0,0,neuron 1353592
1354140,50,50,3,1,3,4675.706998115696,1,fragment,0,2,2,0,neuron 1354141
1354355,10,13,2,0,2,2377.6336395323683,1,fragment,0,1,1,0,neuron 1354356
1354385,4,13,4,1,3,1975.782603197531,1,fragment,0,0,0,0,neuron 1354386
1354415,10,17,4,1,3,1984.2143723258764,1,fragment,0,2,2,0,neuron 1354416
1354460,1,14,2,0,2,1325.9964098898974,1,fragment,0,1,1,0,neuron 1354461
1354470,10,10,3,1,3,1400.869133675963,1,fragment,0,1,1,0,neuron 1354471
1354717,4,4,1,0,2,1286.235301889601,1,fragment,0,0,0,0,neuron 1354718
1354771,1,5,1,0,2,218.517595745894,1,fragment,0,0,0,0,neuron 1354772
1355040,13,27,6,2,4,3413.5577425154875,1,fragment,0,1,1,0,SHORT-NOSOMA 1355041
1355073,66,94,4,1,3,4575.728120359611,1,fragment,0,1,1,0,SHORTNOSOMA1355074
1355187,8,15,4,1,3,2164.513096641685,1,fragment,0,1,1,0,neuron 1355188
1355200,12,18,2,0,2,1125.0780466766823,1,fragment,0,1,1,0,neuron 1355201
1355207,8,18,8,3,5,2102.6138019225086,1,fragment,0,1,1,0,SHORTNOSOMAneuron 1355208
1355296,44,68,3,1,3,4439.448069272714,1,fragment,0,2,2,0,SHORTNOSOMAneuron 1355297
1355328,19,30,2,0,2,3247.694914896443,1,fragment,0,1,1,0,SHORTNOSMAneuron 1355329
1355410,45,132,24,11,13,29305.20236588748,1,fragment,4,1,5,0,fragment 1355411
1355559,6,21,2,0,2,2267.3569329213874,1,fragment,0,1,1,0,neuron 1355560
1355602,3,5,2,0,2,2193.9925630089856,1,fragment,0,2,2,0,neuron 1355603
1355760,15,15,1,0,2,1041.0055083794189,1,fragment,0,1,1,0,neuron 1355761
1355824,27,31,2,0,2,1673.0060506164573,1,fragment,0,2,2,0,SHORTNOSOMAneuron 1355825
1356174,1,6,1,0,2,246.09751172646693,1,fragment,0,0,0,0,neuron 1356175
1356317,1,5,1,0,2,1706.4746437070116,1,fragment,0,0,0,0,neuron 1356318
1356619,10,12,2,0,2,851.1446868729379,1,fragment,0,1,1,0,neuron 1356620
1356659,12,12,2,0,2,1524.566813478448,1,fragment,0,1,1,0,neuron 1356660
1356953,1,13,1,0,2,803.8901843411608,1,fragment,0,0,0,0,Neuron 1356954
1357032,42,92,2,0,2,4193.075749939458,1,fragment,0,3,3,0,neuron 1357033
1357076,6,7,2,0,2,251.4057370798792,1,fragment,0,1,1,0,neuron 1357077
1357100,5,27,3,1,3,1623.3418007337527,1,fragment,0,2,2,0,neuron 1357101
1357106,7,7,1,0,2,493.9033960122624,1,fragment,0,1,1,0,neuron 1357107
1357151,12,30,2,0,2,1988.8712631486492,1,fragment,0,1,1,0,neuron 1357152
1357177,8,22,6,2,4,2255.2637507893505,1,fragment,0,2,2,0,neuron 1357178
1357438,13,18,2,0,2,769.8121718847132,1,fragment,0,1,1,0,SHORTNOSOMAneuron 1357439
1357464,15,16,3,1,3,1806.3980290992065,1,fragment,0,1,1,0,SHORTNOSOMAneuron 1357465
1357500,6,17,2,0,2,773.9343829353478,1,fragment,0,2,2,0,SHORTNOSOMAneuron 1357501
1357507,25,47,6,2,4,3353.71512693725,1,fragment,0,1,1,0,neuron 1357508
1357560,2,4,1,0,2,575.4045791904691,1,fragment,0,0,0,0,Neuron 1357561
1357702,28,28,1,0,2,1182.4678160726116,1,fragment,0,0,0,0,Neuron 1357703
1357809,51,208,4,1,3,13153.37549670335,1,fragment,0,0,0,0,Neuron 1357810
1357822,3,4,2,0,2,356.3932388254215,1,fragment,0,1,1,0,neuron 1357823
1357854,9,14,2,0,2,870.8934690874496,1,fragment,0,1,1,0,SHORTNOSOMAneuron 1357855
1357883,2,2,1,0,2,0.01599948229104892,1,fragment,0,1,1,0,neuron 1357884
1357899,40,128,2,0,2,6090.669636849219,1,fragment,0,0,0,0,neuron 1357900
1357905,22,22,1,0,2,1745.5387907756408,1,fragment,0,0,0,0,neuron 1357906
1358240,1,7,1,0,2,712.2691447891089,1,fragment,0,0,0,0,Neuron 1358241
1358257,4,7,2,0,2,538.5631362188753,1,fragment,0,1,1,0,neuron 1358258
1358284,27,42,4,1,3,2582.951059440431,1,fragment,0,3,3,0,neuron 1358285
1358320,8,50,8,3,5,4770.734530723051,1,fragment,0,2,2,0,neuron 1358321
1358329,11,14,4,1,3,1412.741478629325,1,fragment,0,1,1,0,neuron 1358330
1358420,23,195,17,8,10,17283.59520003301,1,fragment,0,1,1,0,neuron 1358421
1358491,2,22,2,0,2,1443.9457658509912,1,fragment,0,0,0,0,neuron 1358492
1358528,70,70,1,0,2,5771.738124177415,1,fragment,0,0,0,0,neuron 1358529
1358811,169,287,21,9,12,29466.594771504537,1,fragment,0,0,0,0,neuron 1358812
1358859,32,60,6,2,4,6555.691813932773,1,fragment,0,0,0,0,neuron 1358860
1359109,1,2,1,0,2,0.1486097564939951,1,fragment,0,0,0,0,neuron 1359110
1359113,1,2,1,0,2,0.00480341992515995,1,fragment,0,0,0,0,neuron 1359114
1359121,1,2,1,0,2,5.030401738255484,1,fragment,0,0,0,0,neuron 1359122
1359125,1,2,1,0,2,3.20692599150055,1,fragment,0,0,0,0,neuron 1359126
1359137,1,28,1,0,2,2656.88216344332,1,fragment,0,0,0,0,neuron 1359138
1359141,37,53,2,0,2,6248.268860068509,1,fragment,0,0,0,0,neuron 1359142
1359216,1,2,1,0,2,6.2677603245051845,1,fragment,0,0,0,0,neuron 1359217
1359220,1,2,1,0,2,5.337056715711642,1,fragment,0,0,0,0,neuron 1359221
1359241,1,2,1,0,2,0.7956008924079445,1,fragment,0,0,0,0,neuron 1359242
1359390,53,112,2,0,2,8717.40531468423,1,fragment,0,0,0,0,neuron 1359391
1359436,2,13,2,0,2,638.9101580252882,1,fragment,0,0,0,0,dieing 1359437
1359525,9,24,2,0,2,1522.584599973121,1,fragment,0,0,0,0,neuron 1359526
1359558,1,8,1,0,2,514.5470055069823,1,fragment,0,1,1,0,neuron 1359559
1359663,322,329,7,3,5,34560.03949138788,1,fragment,0,0,0,0,neuron 1359664
1359698,15,15,1,0,2,716.5634612462375,1,fragment,0,0,0,0,neuron 1359699
1359703,23,23,1,0,2,1817.8630601347904,1,fragment,0,0,0,0,neuron 1359704
1359730,1,20,4,1,3,1076.3885539035043,1,fragment,0,0,0,0,Neuron 1359731
1359743,8,8,1,0,2,416.08886181608057,1,fragment,0,0,0,0,neuron 1359744
1359747,2,4,1,0,2,1272.7356610902489,1,fragment,0,0,0,0,neuron 1359748
1359791,5,5,1,0,2,300.9254284514963,1,fragment,0,0,0,0,neuron 1359792
1359799,18,22,2,0,2,1929.8559574572548,1,fragment,0,0,0,0,neuron 1359800
1359803,2,4,2,0,2,279.04598036895896,1,fragment,0,0,0,0,neuron 1359804
1359808,3,3,1,0,2,336.61174998607726,1,fragment,0,0,0,0,neuron 1359809
1359967,25,255,16,7,9,15627.421454029462,1,fragment,0,2,2,0,neuron 1359968
1360011,720,720,15,7,9,49685.23122172539,1,fragment,0,0,0,0,fragment
1360048,14,748,46,22,25,58366.67249760825,1,fragment,0,2,2,0,neuron 1360049
1360155,22,34,3,1,3,3264.6368314812653,1,fragment,0,1,1,0,neuron 1360156
1360159,20,20,1,0,2,768.6686160450867,1,fragment,1,0,1,0,neuron 1360160
1360169,1,6,1,0,2,235.80777327189512,1,fragment,0,0,0,0,neuron 1360170
1360191,7,7,1,0,2,254.7342086931873,1,fragment,0,0,0,0,neuron 1360192
1360197,15,15,1,0,2,1074.6787159582834,1,fragment,0,0,0,0,neuron 1360198
1360207,23,23,4,1,3,2404.150921556466,1,fragment,0,0,0,0,neuron 1360208
1360395,3,15,2,0,2,716.1205950516686,1,fragment,0,0,0,0,neuron 1360396
1360415,12,12,1,0,2,468.8431110095139,1,fragment,0,0,0,0,neuron 1360416
1360420,140,140,3,1,3,9161.91694787132,1,fragment,0,0,0,0,neuron 1360421
1360424,6,11,2,0,2,428.06074633573,1,fragment,0,0,0,0,neuron 1360425
1360437,4,9,2,0,2,526.4390198428041,1,fragment,0,0,0,0,neuron 1360438
1360484,15,53,9,3,6,6396.972933450332,1,fragment,0,1,1,0,neuron 1360485
1360583,3,3,1,0,2,235.1245986118732,1,fragment,0,0,0,0,Neuron 1360584
1360640,24,66,6,2,4,4367.163472910693,1,fragment,0,4,4,0,neuron 1360641
1360921,10,22,4,1,3,1396.0049786114378,1,fragment,0,0,0,0,neuron 1360922
1360926,41,78,8,3,5,6786.788798180978,1,fragment,0,0,0,0,neuron 1360927
1360959,5,5,1,0,2,255.59775986874652,1,fragment,0,0,0,0,neuron 1360960
1360963,22,22,1,0,2,1756.8316781230835,1,fragment,0,0,0,0,neuron 1360964
1360971,42,42,1,0,2,2024.2128312269715,1,fragment,0,0,0,0,neuron 1360972
1361019,7,36,4,1,3,3091.0399709359303,1,fragment,0,0,0,0,neuron 1361020
1361055,8,8,3,1,3,269.96214945446013,1,fragment,0,0,0,0,neuron 1361056
1361065,29,104,2,0,2,5460.904608552268,1,fragment,0,0,0,0,neuron 1361066
1361082,38,70,2,0,2,3026.791627523662,1,fragment,0,0,0,0,neuron 1361083
1361090,2,8,2,0,2,389.440414136985,1,fragment,0,0,0,0,neuron 1361091
1361119,155,295,42,19,23,43283.809757487594,1,fragment,1,0,1,0,neuron 1361120
1361135,14,29,2,0,2,1989.4211832135409,1,fragment,0,1,1,0,neuron 1361136
1361551,11,13,2,0,2,1738.043801126708,1,fragment,0,0,0,0,neuron 1361552
1361603,4,25,2,0,2,2234.7269753313176,1,fragment,0,0,0,0,neuron 1361604
1361733,9,9,2,0,2,707.5882851457383,1,fragment,0,1,1,0,neuron 1361734
1361778,150,244,6,2,4,14576.04510952537,1,fragment,1,0,1,0,neuron 1361779
1361837,1,16,1,0,2,1361.9117787178932,1,fragment,0,0,0,0,neuron 1361838
1361875,20,20,1,0,2,1373.1920263945503,1,fragment,0,0,0,0,neuron 1361876
1361889,47,47,3,1,3,5291.230794841028,1,fragment,0,0,0,0,neuron 1361890
1361893,1,10,3,1,3,971.596117432709,1,fragment,0,0,0,0,neuron 1361894
1361938,10,10,1,0,2,827.980456816756,1,fragment,0,0,0,0,neuron 1361939
1361942,1,18,3,1,3,1429.31575256746,1,fragment,0,0,0,0,neuron 1361943
1361987,1,17,3,1,3,2239.1337822207347,1,fragment,0,0,0,0,neuron 1361988
1362151,4,25,4,1,3,2426.8127547734343,1,fragment,0,1,1,0,SHORTneuron 1362152
1362406,33,43,2,0,2,2788.924022418446,1,fragment,0,0,0,0,neuron 1362407
1362412,11,24,4,1,3,4488.203363613677,1,fragment,0,0,0,0,neuron 1362413
1362425,4,13,2,0,2,728.0342738628767,1,fragment,0,0,0,0,neuron 1362426
1362438,9,35,2,0,2,1632.984899311379,1,fragment,0,0,0,0,neuron 1362439
1362527,14,14,1,0,2,590.4871515261271,1,fragment,1,0,1,0,neuron 1362528
1362649,9,13,2,0,2,570.9498750634898,1,fragment,0,1,1,0,neuron 1362650
1362877,23,29,2,0,2,1319.389372891805,1,fragment,0,1,1,0,neuron 1362878
1363011,10,20,2,0,2,1150.483307618224,1,fragment,0,1,1,0,neuron 1363012
1363080,1,2,1,0,2,18.936624973783907,1,fragment,0,0,0,0,neuron 1363081
1363396,76,1109,72,35,37,101456.2305261576,1,fragment,0,1,1,1,IN 1363397
1363746,22,44,3,1,3,6513.194674953294,1,fragment,0,0,0,0,neuron 1363747
1363760,10,12,2,0,2,1508.9677210761615,1,fragment,0,0,0,0,neuron 1363761
1363934,42,130,8,3,5,8026.592276252637,1,fragment,2,1,3,0,fragment 1363935
1364197,6,21,2,0,2,911.7078386881092,1,fragment,0,1,1,0,neuron 1364198
1364238,3,6,2,0,2,1285.3122663348663,1,fragment,1,0,1,0,neuron 1364239
1364242,3,3,1,0,2,341.8001664395464,1,fragment,0,0,0,0,neuron 1364243
1364338,3,3,1,0,2,90.37164019085844,1,fragment,0,1,1,0,neuron 1364339
1364472,27,27,4,1,4,4798.438884144622,1,fragment,0,0,0,0,Neuron 1364473
1364600,872,914,71,34,37,101789.1570825774,1,fragment,0,1,1,1,IN 1364601
1364640,18,19,1,0,2,1431.7153315023434,1,fragment,0,0,0,0,neuron 1364641
1364966,12,24,2,0,2,1497.356429996747,1,fragment,0,1,1,0,neuron 1364967
1365204,4,4,1,0,2,140.5790468287463,1,fragment,0,1,1,0,neuron 1365205
1365400,5,8,2,0,2,1765.1260710079412,1,fragment,0,0,0,0,neuron 1365401
1365412,2,2,1,0,2,0.20326810439424403,1,fragment,0,0,0,0,neuron 1365413
1365611,2,2,1,0,2,0.0036678879732417,1,fragment,0,0,0,0,neuron 1365612
1365711,2,2,1,0,2,0.00355710408677625,1,fragment,0,0,0,0,neuron 1365712
1365726,2,2,1,0,2,0.00455229726307986,1,fragment,0,0,0,0,neuron 1365727
1365730,2,2,1,0,2,0.0037460310606712,1,fragment,0,0,0,0,neuron 1365731
1365742,1,20,1,0,2,1735.7152596885678,1,fragment,0,0,0,0,Neuron 1365743
1365814,2,2,1,0,2,16.160094483177065,1,fragment,0,0,0,0,neuron 1365815
1365838,390,486,25,11,14,46524.083687508144,1,fragment,0,0,0,0,neuron 1365839
1365870,2,10,2,0,2,416.2953416238869,1,fragment,0,0,0,0,neuron 1365871
1365960,12,19,2,0,2,969.961925329783,1,fragment,0,0,0,0,Neuron 1365961
1366252,27,121,2,0,2,5745.726914431327,1,fragment,0,1,1,0,neuron 1366253
1366728,10,10,1,0,2,475.5912338941909,1,fragment,0,0,0,0,neuron 1366729
1366793,929,1160,42,19,23,111827.920388822,1,fragment,20,4,24,0,fragment 1366794
1367020,59,66,3,1,3,7057.513163905859,1,fragment,0,0,0,0,neuron 1367021
1367032,8,15,2,0,2,2791.8998941706186,1,fragment,0,0,0,0,neuron 1367033
1367100,1,2,1,0,2,0.02060947072516264,1,fragment,0,0,0,0,neuron 1367101
1367136,17,55,2,0,2,6802.338755999839,1,fragment,0,0,0,0,neuron 1367137
1367356,214,376,9,3,6,28034.08747666749,1,fragment,0,0,0,1,pnb 1367357
1367500,23,77,4,1,3,5480.021979129773,1,fragment,0,1,1,0,neuron 1367501
1367512,1,68,7,3,5,7147.076947366841,1,fragment,0,0,0,0,Neuron 1367513
1367554,1,19,1,0,2,2244.8134085090605,1,fragment,0,0,0,0,Neuron 1367555
1367782,3,5,2,0,2,611.4778668606592,1,fragment,0,1,1,0,neuron 1367783
1367838,6,21,2,0,2,1730.3055467805982,1,fragment,0,1,1,0,neuron 1367839
1367889,32,32,7,3,5,4336.654212711518,1,fragment,0,0,0,0,neuron 1367890
1367937,492,736,24,11,13,45244.37964759888,1,fragment,4,7,11,0,fragment 1367937
1368818,103,119,2,0,2,7075.132619978378,1,fragment,0,0,0,0,neuron 1368819
1368823,108,113,8,3,5,11022.91320075066,1,fragment,0,0,0,0,neuron 1368824
1369174,307,487,12,5,7,37287.321088914934,1,fragment,1,4,5,0,fragment 1369174
1369354,13,15,4,1,3,1215.7903053511388,1,fragment,1,0,1,0,neuron 1369355
1369366,4,20,2,0,2,1818.773178299587,1,fragment,0,0,0,0,neuron 1369367
1369708,606,732,40,19,21,69509.90610452539,1,fragment,7,1,8,0,fragment 1369709
1369745,239,393,6,2,4,19740.70228426887,1,fragment,0,0,0,0,neuron 1369746
1369751,75,112,4,1,3,7462.833468832861,1,fragment,0,0,0,0,Neuron 1369752
1369782,11,43,4,1,3,3389.3362698189826,1,fragment,0,0,0,0,neuron 1369783
1369851,38,88,6,2,4,7173.934726489043,1,fragment,0,0,0,0,neuron 1369852
1369862,38,39,4,1,3,3682.7685938162863,1,fragment,0,0,0,0,neuron 1369863
1369899,13,50,6,2,4,4272.162190404433,1,fragment,0,0,0,0,neuron 1369900
1369917,1,17,3,1,3,1735.0319542518148,1,fragment,0,0,0,0,neuron 1369918
1369924,2,19,2,0,2,1492.6953494226557,1,fragment,0,0,0,0,neuron 1369925
1370141,518,2081,115,56,59,147084.77329555873,1,fragment,17,19,36,0,fragment 1370142
1370236,44,50,2,0,2,3051.6137354697084,1,fragment,0,0,0,0,neuron 1370237
1370276,1,3,1,0,2,86.89639541810465,1,fragment,0,0,0,0,neuron 1370277
1370380,73,280,23,10,13,25458.765386949948,1,fragment,8,3,11,0,fragment 1370381
1370459,8,21,2,0,2,956.199397993255,1,fragment,0,0,0,0,neuron 1370460
1370463,31,53,6,2,4,4417.44914574864,1,fragment,0,0,0,0,neuron 1370464
1370509,28,32,2,0,2,1748.4837836986308,1,fragment,0,0,0,0,neuron 1370510
1370513,32,56,2,0,2,3894.465111700063,1,fragment,0,0,0,0,neuron 1370514
1370528,146,153,15,7,9,17107.875164342648,1,fragment,0,0,0,0,neuron 1370529
1370650,2,32,4,1,3,2624.7851446925088,1,fragment,0,0,0,0,neuron 1370651
1370656,25,43,6,2,4,2697.139874992781,1,fragment,0,0,0,0,neuron 1370657
1370794,18,42,2,0,2,2161.3547253205206,1,fragment,0,1,1,0,neuron 1370795
1370827,2,8,2,0,2,789.0622025680539,1,fragment,0,0,0,0,neuron 1370828
1370855,1,2,1,0,2,22.24437927469767,1,fragment,0,0,0,0,neuron 1370856
1370918,1,2,1,0,2,0.05492382854535137,1,fragment,0,0,0,0,neuron 1370919
1371208,19,24,2,0,2,1093.1101365409204,1,fragment,0,1,1,0,neuron 1371209
1371267,18,47,5,2,4,3666.2732552819434,1,fragment,0,1,1,0,neuron 1371268
1371314,4,13,2,0,2,1136.8649924978365,1,fragment,0,0,0,0,neuron 1371315
1371366,1,5,1,0,2,603.8001626381267,1,fragment,0,0,0,0,Neuron 1371367
1371398,19,27,4,1,3,1918.8201530784595,1,fragment,0,0,0,0,neuron 1371399
1371425,7,15,2,0,2,883.8578321990572,1,fragment,0,0,0,0,neuron 1371426
1371507,8,18,2,0,2,1349.6642444334536,1,fragment,0,1,1,0,neuron 1371508
1371591,58,70,2,0,2,3107.6250376928865,1,fragment,0,0,0,0,neuron 1371592
1371656,8,22,2,0,2,1187.6546667143316,1,fragment,0,1,1,0,neuron 1371657
1371856,14,51,7,3,5,4561.629619691548,1,fragment,0,1,1,0,neuron 1371857
1372037,3,5,2,0,2,297.75153237079905,1,fragment,0,0,0,0,neuron 1372038
1372087,1,2,1,0,2,0.06662961697116797,1,fragment,0,0,0,0,neuron 1372088
1372091,1,2,1,0,2,0.01320744262682566,1,fragment,0,0,0,0,neuron 1372092
1372117,1,3,1,0,2,1121.5457765079475,1,fragment,0,0,0,0,neuron 1372118
1372154,3,3,1,0,2,164.07225816163742,1,fragment,0,0,0,0,neuron 1372155
1372259,125,259,44,21,23,29738.469060516116,1,fragment,0,3,3,0,neuron 1372260
1372268,1,6,1,0,2,2285.166728243391,1,fragment,0,0,0,0,neuron 1372269
1372300,3,9,2,0,2,443.8417146692341,1,fragment,0,0,0,0,neuron 1372301
1372304,1,2,1,0,2,0.00617643657416789,1,fragment,0,0,0,0,neuron 1372305
1372308,1,2,1,0,2,0.01133662718804794,1,fragment,0,0,0,0,neuron 1372309
1372379,184,511,10,4,6,24619.402752734448,1,fragment,3,0,3,0,neuron 1372380
1372384,23,599,20,9,11,30090.03505057331,1,fragment,0,5,5,0,neuron 1372385
1372437,1,8,1,0,2,369.8211314196719,1,fragment,0,0,0,0,neuron 1372438
1372504,318,458,25,11,14,38444.82784576394,1,fragment,1,3,4,0,neuron 1372505
1372624,2,12,2,0,2,2594.702522432995,1,fragment,0,0,0,0,neuron 1372625
1372640,1,2,1,0,2,0.01429762309609177,1,fragment,0,0,0,0,neuron 1372641
1372644,1,2,1,0,2,0.00835727407908327,1,fragment,0,0,0,0,neuron 1372645
1372789,8,27,2,0,2,1423.1184717121675,1,fragment,1,0,1,0,neuron 1372790
